sta001,2021-10-11,07,53,18.32670440926469,99.72352016840343,17,1 
sta002,2021-10-11,07,53,18.32670440926469,99.72352016840343,17,0 
sta003,2021-10-11,07,53,18.32670440926469,99.72352016840343,17,0 
sta004,2021-10-11,07,53,18.32670440926469,99.72352016840343,17,0 
sta005,2021-10-11,07,53,18.32670440926469,99.72352016840343,17,0 
sta006,2021-10-11,07,53,18.32670440926469,99.72352016840343,17,0 
sta007,2021-10-11,07,53,18.32670440926469,99.72352016840343,17,1 
sta008,2021-10-11,07,53,18.32670440926469,99.72352016840343,17,1 
sta009,2021-10-11,07,53,18.32670440926469,99.72352016840343,17,1 
sta010,2021-10-11,07,53,18.32670440926469,99.72352016840343,17,2 
